week_number,year,week,revenue,quantity,month,month_revenue,150_r,50_r,500_r,150_q,50_q,500_q,distribution,prescribes,disease_rate,price_index,generics_avg,generics_brands,total_video_rating,total_video_money,total_video_coverage_5,digital_money,radio_money,radio_times,wordstat,timestamp,competitors_rating,competitors_coverage,competitors_money,competitors_digital,competitors_total,competitors_tv_reg
45,2019,46,54698274.22499996,149410.80000000002,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323023255813995,99698.59543269231,855414.0,1.5000255368182722,0.0,0.0,388.40259276,19494113.484300002,32.550000000000004,0.0,0.0,0.0,77608.65000000001,1573430400,832.24062336555,63.57750000000001,0.0,3916513.125,60859929.6006484,23605554.085750006
46,2019,47,56055933.38099999,153491.1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323023255813995,99698.59543269231,916734.0,1.5000255368182722,0.0,0.0,403.5641605695,19494113.484300002,33.0015,0.0,0.0,0.0,79374.75,1574035200,623.0016428265002,45.465,0.0,4699235.625,44188937.7986,23605554.085750006
47,2019,48,58039938.02249994,158555.25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323023255813995,99698.59543269231,1010247.0,1.5000255368182722,0.0,0.0,294.27745095,19174115.14662,23.079,0.0,0.0,0.0,86076.90000000001,1574640000,571.5074298717002,41.548500000000004,0.0,4854832.5,38736642.607103236,21585316.270112913
48,2019,49,56847955.961999975,155033.55000000002,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986046511627948,99698.59543269231,1054704.0,1.5000255368182722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83465.55,1575244800,478.55142038864994,35.3325,0.0,8629057.5,30115294.705887098,9463889.376290325
49,2019,50,59259533.47649997,162123.15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986046511627948,99698.59543269231,1071567.0,1.5000255368182722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82931.1,1575849600,488.733921711,35.353500000000004,0.0,5720505.0,30974229.332854845,9463889.376290325
50,2019,51,59420224.54199998,162762.6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986046511627948,99698.59543269231,1063902.0,1.5000255368182722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84189.0,1576454400,663.9439432626002,51.2715,0.0,6863863.125,29426525.224306457,9463889.376290325
51,2019,52,61476697.71600004,166535.25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986046511627948,99698.59543269231,973455.0,1.5000255368182722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77974.05,1577059200,232.44876091500004,15.582,0.0,8396836.875,29311933.20096775,12167857.769516129
52,2020,1,57254697.6855,154925.4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210697674418645,83633.23301886795,585606.0,1.5036471576632804,0.0,0.0,0.0,0.0,0.0,1057612.5,0.0,0.0,68143.95,1577664000,857.3997883815,64.36500000000001,0.0,5100342.45,27980728.45213419,9030274.07540323
53,2020,2,57384154.33800002,155940.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210697674418645,83633.23301886795,697515.0,1.5036471576632804,0.0,0.0,0.0,0.0,0.0,844452.0,0.0,0.0,80293.5,1578268800,1084.6768178547,80.1675,0.0,2371705.0035,36764600.10184604,12642383.705564521
54,2020,3,61161744.50399996,167085.45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210697674418645,83633.23301886795,909069.0,1.5036471576632804,0.0,0.0,374.2286882775,14819163.103161294,29.925,1235682.0,0.0,0.0,89598.6,1578873600,994.4654366734501,77.57400000000001,0.0,2150064.0,35847582.42568545,12642383.705564521
55,2020,4,68402146.92150006,187254.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210697674418645,83633.23301886795,1077699.0,1.5036471576632804,0.0,0.0,367.34024566049993,17289023.620354842,28.098000000000003,538272.0,0.0,0.0,94542.0,1579478400,1067.1113222878503,81.5325,0.0,2541882.0,39038400.92313242,12642383.705564521
56,2020,5,78930010.71900006,214536.0,1,533280434.76855,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,83633.23301886795,1307649.0,1.5036471576632804,0.0,0.0,389.8471969098,12359580.9001218,30.2505,0.0,0.0,0.0,102331.95,1580083200,673.2943742710501,51.2295,0.0,5183829.0,33965076.945229724,12067650.988506678
57,2020,6,81963276.49650009,222696.6,2,533280434.76855,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,83633.23301886795,1477812.0,1.5194734733511774,0.0,0.0,392.86359386400005,21647253.624982756,31.521,0.0,0.0,0.0,104743.8,1580688000,602.0555432325,44.415000000000006,0.0,5962110.0,41660557.97617242,10630819.19586207
58,2020,7,79901998.04999995,217080.15000000002,2,533280434.76855,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,83633.23301886795,1448685.0,1.5194734733511774,0.0,0.0,390.62607374699996,21647253.624982756,30.7755,63000.0,0.0,0.0,99680.7,1581292800,691.8126949125001,50.305499999999995,0.0,6251514.7734375,39379081.856851295,10630819.19586207
59,2020,8,72766669.6365,196481.25,2,533280434.76855,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,83633.23301886795,1293852.0,1.5194734733511774,0.0,0.0,361.37816436434997,21647253.624982756,28.9065,136426.5,0.0,0.0,97282.5,1581897600,605.28969389385,42.5145,0.0,3513510.0,36641077.083413795,10630819.19586207
60,2020,9,71263465.3815,190207.5,2,593627919.684975,398455017.555,143904116.52750003,23000789.427000005,979659.4500000001,504816.9,29911.350000000002,0.9098372093023297,83633.23301886795,1203405.0,1.5194734733511774,0.0,0.0,273.350820603,20062562.266236376,21.535500000000003,42000.0,0.0,0.0,92367.45,1582502400,664.16473479615,46.840500000000006,0.0,5094264.65625,37718163.46385123,11075380.803745829
61,2020,10,75321799.6125,199185.0,3,593627919.684975,398455017.555,143904116.52750003,23000789.427000005,979659.4500000001,504816.9,29911.350000000002,0.8873720930232599,83633.23301886795,1203405.0,1.5165898361899877,0.0,0.0,228.06313893300006,21108828.227516133,18.238500000000002,0.0,0.0,0.0,88318.65000000001,1583107200,460.44028042005004,30.345000000000002,0.0,3318844.375,36603685.59230645,13742750.451048387
62,2020,11,98297408.16000003,254967.30000000002,3,593627919.684975,398455017.555,143904116.52750003,23000789.427000005,979659.4500000001,504816.9,29911.350000000002,0.8873720930232599,83633.23301886795,1178877.0,1.5165898361899877,0.0,0.0,416.106174813,21108828.227516133,30.723000000000003,0.0,0.0,0.0,103843.95000000001,1583712000,610.45077635955,41.8425,0.0,4278176.875,39826332.40430645,13742750.451048387
63,2020,12,226890875.66249993,580588.05,3,593627919.684975,398455017.555,143904116.52750003,23000789.427000005,979659.4500000001,504816.9,29911.350000000002,0.8873720930232599,83633.23301886795,1326045.0,1.5165898361899877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180161.1,1584316800,602.9784952243501,44.205000000000005,0.0,4620595.0,34807768.123822585,13742750.451048387
64,2020,13,201249378.28800017,490829.85000000003,3,593627919.684975,398455017.555,143904116.52750003,23000789.427000005,979659.4500000001,504816.9,29911.350000000002,0.8873720930232599,83633.23301886795,1131354.0,1.5165898361899877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175999.95,1584921600,246.82620667319995,16.422,0.0,2956244.375,25621712.05613608,13742750.451048387
65,2020,14,138975870.8100001,325400.25,3,1209154943.4693751,792793966.6710001,289490292.7875,69291877.179,1824810.75,974304.4500000001,82013.40000000001,0.8873720930232599,83633.23301886795,910602.0,1.5165898361899877,0.0,0.0,304.6897410900001,15560192.538145158,23.730000000000004,0.0,0.0,0.0,144938.85,1585526400,648.8281111000503,45.74850000000001,0.0,1049409.375,22747136.76839571,7355295.341088711
66,2020,15,70866965.77800006,157614.45,4,1209154943.4693751,792793966.6710001,289490292.7875,69291877.179,1824810.75,974304.4500000001,82013.40000000001,0.86490697674419,83633.23301886795,622398.0,1.691296865649839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93548.7,1586131200,551.3476002804,38.2935,0.0,851694.375,39638853.11016986,16216749.958500016
67,2020,16,64014914.49149997,140031.15,4,1209154943.4693751,792793966.6710001,289490292.7875,69291877.179,1824810.75,974304.4500000001,82013.40000000001,0.86490697674419,83633.23301886795,492093.0,1.691296865649839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79823.1,1586736000,637.4233855762499,47.008500000000005,0.0,824040.0,40079328.7452984,9910236.085750008
68,2020,17,55895978.36549997,121865.1,4,1209154943.4693751,792793966.6710001,289490292.7875,69291877.179,1824810.75,974304.4500000001,82013.40000000001,0.86490697674419,83633.23301886795,421575.0,1.691296865649839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74447.1,1587340800,223.4792242515,15.729000000000001,0.0,1540691.25,15016558.941999998,0.0
69,2020,18,48865520.70750002,106506.75,4,589392531.8379002,405888761.355,130415930.49450003,25021528.948500004,799905.75,393209.25,27096.300000000003,0.86490697674419,83633.23301886795,343392.0,1.691296865649839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62872.950000000004,1587945600,226.61870294174997,16.044,0.0,2057901.5625,7936352.076596774,0.0
70,2020,19,43487360.44799996,96208.35,5,589392531.8379002,405888761.355,130415930.49450003,25021528.948500004,799905.75,393209.25,27096.300000000003,0.8424418604651202,83633.23301886795,309666.0,1.6403694445165422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56788.200000000004,1588550400,323.75944081950007,26.376,0.0,887824.21875,19817715.17165323,0.0
71,2020,20,44920284.96900002,100535.40000000001,5,589392531.8379002,405888761.355,130415930.49450003,25021528.948500004,799905.75,393209.25,27096.300000000003,0.8424418604651202,83633.23301886795,318864.0,1.6403694445165422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53589.9,1589155200,0.0,0.0,0.0,2035323.28125,2035323.28125,0.0
72,2020,21,41168689.38,93943.5,5,589392531.8379002,405888761.355,130415930.49450003,25021528.948500004,799905.75,393209.25,27096.300000000003,0.8424418604651202,83633.23301886795,324996.0,1.6403694445165422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52811.850000000006,1589760000,0.0,0.0,0.0,1712008.59375,1712008.59375,0.0
73,2020,22,39530685.159,91381.5,5,355400531.014725,237549417.21,81691096.9455,19236182.049,478070.25,253401.75,20732.25,0.8424418604651202,83633.23301886795,326529.0,1.6403694445165422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50784.3,1590364800,0.0,0.0,0.0,1131502.96875,1131502.96875,0.0
74,2020,23,41300083.77599999,96276.6,6,355400531.014725,237549417.21,81691096.9455,19236182.049,478070.25,253401.75,20732.25,0.9098372093023297,83633.23301886795,314265.0,1.5632232000100457,0.0,0.0,0.0,0.0,0.0,85785.0,0.0,0.0,49282.8,1590969600,0.0,0.0,0.0,32307.1875,32307.1875,0.0
75,2020,24,40686995.20199998,96254.55,6,355400531.014725,237549417.21,81691096.9455,19236182.049,478070.25,253401.75,20732.25,0.9098372093023297,83633.23301886795,291270.0,1.5632232000100457,0.0,0.0,0.0,0.0,0.0,81585.0,0.0,0.0,48827.1,1591574400,0.0,0.0,0.0,50025.9375,50025.9375,0.0
76,2020,25,46959103.96800003,111830.25,6,355400531.014725,237549417.21,81691096.9455,19236182.049,478070.25,253401.75,20732.25,0.9098372093023297,83633.23301886795,314265.0,1.5632232000100457,0.0,0.0,364.826811825,25958507.059800003,28.938,83685.0,0.0,0.0,54930.75,1592179200,0.0,0.0,0.0,36015.0,36015.0,0.0
77,2020,26,46371647.217000015,111829.20000000001,6,355400531.014725,237549417.21,81691096.9455,19236182.049,478070.25,253401.75,20732.25,0.9098372093023297,83633.23301886795,291270.0,1.5632232000100457,0.0,0.0,366.27523747500015,13230748.143696776,28.8645,165270.0,0.0,0.0,52645.950000000004,1592784000,0.0,0.0,0.0,81460.3125,81460.3125,0.0
78,2020,27,50521875.463500015,122432.1,6,377073398.58615,249753521.787,90658661.22600001,18705339.449999996,527884.35,291155.55,21015.75,0.9098372093023297,83633.23301886795,294336.0,1.5632232000100457,0.0,0.0,349.498711338,10320088.694051607,29.137500000000003,184170.0,0.0,0.0,51822.75,1593388800,0.0,0.0,0.0,0.0,0.0,0.0
